"","area_id","cluster","f_dairy_eggs_weight","f_oils_sauces_weight","f_fish_meat_weight","f_fruit_veg_weight","f_grains_weight","f_readymade_weight","f_sweets_weight"
"2728","E01003160","3",0.1005275,0.04485108,0.1474631,0.3412453,0.227275,0.0443649,0.09427316
"2729","E01003161","2",0.1046624,0.04581545,0.1430912,0.3722586,0.1921238,0.04942478,0.09262372
"2730","E01003162","3",0.1040157,0.04600778,0.1487848,0.3285449,0.2356532,0.04159601,0.0953975
"2731","E01003163","3",0.09119981,0.0517873,0.1495779,0.3546958,0.193701,0.04911567,0.1099225
"2732","E01003164","3",0.09709274,0.04863269,0.1339097,0.366407,0.2141647,0.04792171,0.09187159
"2733","E01003165","3",0.074631,0.05300899,0.1200913,0.3814558,0.2065959,0.06652791,0.09768906
"2734","E01003166","4",0.09800318,0.04061779,0.1322896,0.3539865,0.2248964,0.04958445,0.100622
"2735","E01003167","3",0.08450838,0.04949054,0.1224058,0.3945684,0.1952398,0.05710358,0.0966834
"2736","E01003168","3",0.06994034,0.0554749,0.1471329,0.3448329,0.218614,0.05941116,0.1045938
"2737","E01003169","3",0.1007937,0.04909737,0.1396435,0.344972,0.2233286,0.05179699,0.09036781
"2738","E01003170","2",0.08360353,0.04432495,0.1304038,0.3952574,0.2024968,0.0553292,0.0885842
"2739","E01003171","3",0.09456928,0.0466651,0.1392983,0.3575738,0.2115407,0.04453048,0.1058223
"2740","E01003172","3",0.08985642,0.04743737,0.1325641,0.3494131,0.2332066,0.05036891,0.09715351
"2741","E01003173","3",0.09021916,0.05670387,0.1425146,0.358026,0.2019424,0.05186874,0.09872523
"2742","E01003174","3",0.1000574,0.04861177,0.1499068,0.3390113,0.2319246,0.03573017,0.09475793
"2743","E01003175","3",0.09136275,0.04677362,0.1420967,0.3476424,0.2318174,0.04313252,0.09717464
"2744","E01003176","3",0.0961964,0.04930436,0.1419237,0.3384469,0.2359969,0.04205798,0.09607373
"2745","E01003177","4",0.07284204,0.047244,0.1361802,0.3426558,0.2601011,0.04758573,0.09339113
"2746","E01003178","3",0.09288887,0.04961885,0.1518498,0.3543175,0.2042221,0.0529974,0.09410542
"2747","E01003179","4",0.0906393,0.05074904,0.139691,0.3208885,0.2600839,0.04083071,0.09711757
"2748","E01003180","3",0.1000048,0.04647781,0.1496037,0.3608869,0.201409,0.04788275,0.09373502
"2749","E01003181","3",0.08728067,0.04609838,0.1440815,0.3641695,0.2159879,0.0551978,0.08718428
"2750","E01003182","3",0.09439348,0.044003,0.1402413,0.3583211,0.2230442,0.03887745,0.1011195
"2751","E01003183","3",0.1052765,0.05177602,0.1410842,0.3576085,0.2155398,0.03924626,0.08946863
"2752","E01003184","3",0.09997395,0.04927725,0.1429002,0.3379677,0.2346845,0.04273353,0.09246283
"2753","E01003185","2",0.1002047,0.04333418,0.1346302,0.3576045,0.1956286,0.06462422,0.1039737
"2754","E01003186","3",0.09135368,0.04855394,0.1426586,0.3503912,0.2077007,0.068277,0.09106485
"2755","E01003187","3",0.1033143,0.04773885,0.1468047,0.3369726,0.2223971,0.04542573,0.09734668
"2756","E01003188","3",0.08730864,0.04876918,0.1416682,0.3447432,0.2300445,0.04622786,0.1012384
"2757","E01003190","3",0.09365418,0.05034751,0.1403987,0.3162685,0.2397745,0.04583511,0.1137215
"2758","E01003191","3",0.07659795,0.05862465,0.151787,0.3162328,0.2384659,0.05048212,0.1078096
"2759","E01003192","4",0.07325689,0.04897406,0.1364177,0.2980747,0.2488074,0.05426857,0.1402006
"2760","E01003193","3",0.07216737,0.04484798,0.1447043,0.3192703,0.235489,0.05484597,0.1286751
"2761","E01003194","3",0.07725673,0.05066398,0.1496284,0.3578469,0.2049708,0.05306194,0.1065713
"2762","E01003195","3",0.07362438,0.04224669,0.1432884,0.3415049,0.2208545,0.06573725,0.1127439
"2763","E01003196","3",0.07787292,0.05941018,0.1458108,0.3444673,0.216733,0.05025729,0.1054485
"2764","E01003197","3",0.07119993,0.06146337,0.1381371,0.337553,0.217511,0.05338631,0.1207493
"2765","E01003198","3",0.07314344,0.04921348,0.1531826,0.3547966,0.2173685,0.05409926,0.09819617
"2766","E01003199","3",0.09925666,0.04915433,0.1367034,0.3586905,0.2027562,0.06136578,0.09207316
"2767","E01003200","2",0.094457,0.05341939,0.1233364,0.3994571,0.1797116,0.05515459,0.09446401
"2768","E01003201","3",0.08584281,0.05042693,0.1449081,0.3650012,0.2012437,0.05846427,0.094113
"2769","E01003202","2",0.09528647,0.04821105,0.135449,0.4025205,0.1708175,0.05749531,0.09022013
"2770","E01003203","3",0.08593814,0.04989203,0.1407881,0.3655992,0.1929742,0.06471354,0.1000948
"2771","E01003204","3",0.07867223,0.0504018,0.148481,0.379816,0.1919705,0.05652676,0.09413174
"2772","E01003205","3",0.09979364,0.04817716,0.1445773,0.348191,0.2107945,0.05059241,0.09787402
"2773","E01003206","3",0.09818085,0.04890285,0.1374525,0.3796236,0.1911083,0.05511259,0.08961924
"2774","E01003207","3",0.09668399,0.04913619,0.1365163,0.347271,0.2046665,0.06437644,0.1013495
"2775","E01003209","3",0.09329175,0.04531708,0.1333221,0.3344736,0.2197182,0.06690581,0.1069714
"2776","E01003210","2",0.08896805,0.04799334,0.1174078,0.3838447,0.2013864,0.06460941,0.09579029
"2777","E01003211","3",0.0937493,0.04941398,0.1285007,0.371739,0.2023432,0.06051712,0.09373671
"2778","E01003212","3",0.08188081,0.05063654,0.1443207,0.3700096,0.2045281,0.05166279,0.09696137
"2779","E01003213","3",0.08338284,0.04712421,0.1363719,0.3796815,0.2065077,0.05401491,0.09291697
"2780","E01003214","3",0.08606559,0.0489796,0.1433476,0.3650474,0.2129835,0.04358421,0.0999921
"2781","E01003215","3",0.07880226,0.0555759,0.1419733,0.3510948,0.2049876,0.06149357,0.1060726
"2782","E01003216","3",0.08399852,0.05336789,0.1545385,0.3444807,0.2117297,0.05860427,0.09328039
"2783","E01003217","3",0.08121287,0.05766705,0.1549886,0.3361519,0.2298589,0.04672827,0.09339234
"2784","E01003218","3",0.08773035,0.05844598,0.1445562,0.3554503,0.2054521,0.04402267,0.1043425
"2785","E01003219","3",0.07656616,0.05775027,0.1461565,0.3372403,0.2329222,0.0499523,0.09941225
"2786","E01003220","3",0.08173286,0.04773122,0.1469702,0.3558524,0.228821,0.04683588,0.09205649
"2787","E01003221","3",0.09086758,0.05527527,0.1395368,0.3623776,0.2140755,0.04036853,0.09749869
"2788","E01003222","3",0.08271504,0.04912752,0.1576471,0.3520356,0.2182859,0.04346295,0.0967258
"2789","E01003223","3",0.07717295,0.05476416,0.1605757,0.3392037,0.2227984,0.04605227,0.09943285
"2790","E01003224","3",0.08077593,0.0500264,0.147375,0.3320026,0.2232871,0.05575121,0.1107817
"2791","E01003225","3",0.07338875,0.05246298,0.142172,0.3678166,0.1990827,0.06365569,0.1014213
"2792","E01003226","3",0.08418312,0.04861344,0.1359591,0.3765327,0.2012602,0.05017096,0.1032804
"2793","E01003227","3",0.09223127,0.05006483,0.1547854,0.3533975,0.2001682,0.04615343,0.1031994
"2794","E01003228","3",0.08793567,0.04929438,0.1389788,0.3577479,0.2007038,0.06105969,0.1042798
"2795","E01003229","3",0.09185707,0.05585527,0.1560523,0.3617912,0.1901807,0.050867,0.09339645
"2796","E01003230","3",0.08629174,0.0539016,0.1403122,0.346879,0.2134482,0.05542302,0.1037442
"2797","E01003231","3",0.08805028,0.0563186,0.133307,0.3909716,0.1865695,0.0518976,0.09288551
"2798","E01003232","3",0.08520601,0.04220939,0.1627293,0.3659925,0.2088245,0.046816,0.08822232
"2799","E01003233","3",0.0810038,0.05679564,0.1332914,0.3665947,0.2111459,0.04915824,0.1020102
"2800","E01003236","3",0.09299086,0.04866067,0.1406981,0.3241092,0.2242893,0.04488901,0.124363
"2801","E01003237","1",0.0716789,0.05426465,0.1151381,0.3128907,0.2271684,0.05873442,0.1601248
"2802","E01003238","4",0.08412868,0.05061894,0.138871,0.3175289,0.2579192,0.04296072,0.1079725
"2803","E01003239","3",0.07922914,0.05310721,0.1355346,0.3320506,0.2381561,0.04093493,0.1209873
"2804","E01003240","4",0.07511389,0.04791767,0.121666,0.3502554,0.2442952,0.04464832,0.1161034
"2805","E01003241","3",0.08518912,0.04443806,0.1479518,0.3194168,0.2407137,0.05521134,0.1070791
"2806","E01003243","3",0.07223966,0.05334394,0.1422678,0.3597586,0.217945,0.0522501,0.1021949
"2807","E01003244","3",0.09880559,0.04506096,0.1476404,0.3534716,0.2145485,0.04912441,0.09134858
"2808","E01003245","3",0.08843474,0.05036393,0.1601182,0.3422426,0.205686,0.05828295,0.09487155
"2809","E01003246","3",0.08874305,0.04765013,0.1579043,0.3470368,0.2033741,0.05734428,0.09794741
"2810","E01003247","3",0.09460401,0.04997041,0.1533716,0.3596628,0.1777398,0.06964948,0.095002
"2811","E01003248","3",0.09901074,0.04729091,0.1529397,0.358572,0.1945912,0.05312445,0.094471
"2812","E01003249","3",0.09351819,0.04824991,0.1575109,0.3601437,0.1888103,0.05750818,0.09425879
"2813","E01003250","2",0.106237,0.04484663,0.1522007,0.3553203,0.1756247,0.06775834,0.09801221
"2814","E01003251","3",0.09286295,0.0507251,0.1500902,0.3447616,0.2089955,0.05679602,0.09576859
"2815","E01003252","3",0.08525293,0.05300571,0.1517472,0.3380561,0.2157883,0.05395437,0.1021954
"2816","E01003253","3",0.08518862,0.04629316,0.141746,0.3543168,0.2033089,0.05856329,0.1105832
"2817","E01003254","4",0.09131447,0.04997936,0.1098383,0.3475698,0.2290658,0.05874566,0.1134866
"2818","E01003255","4",0.0855944,0.04915015,0.109464,0.3462524,0.2479474,0.06166591,0.09992572
"2819","E01003256","1",0.07975776,0.04905119,0.1251501,0.3293384,0.2260485,0.07707867,0.1135754
"2820","E01003257","4",0.08664086,0.04502976,0.1177772,0.3230851,0.2729085,0.04813275,0.1064258
"2821","E01003258","4",0.07786637,0.04994694,0.1299992,0.3174998,0.2628178,0.05034492,0.1115249
"2822","E01003259","3",0.08000654,0.04253378,0.1413441,0.3766548,0.1956807,0.06633323,0.09744685
"2823","E01003260","3",0.07262703,0.05175639,0.1332826,0.3861975,0.2048381,0.05657129,0.09472714
"2824","E01003261","3",0.08588905,0.04901119,0.1342955,0.3602847,0.1976831,0.05978449,0.113052
"2825","E01003262","3",0.08660929,0.04826293,0.1339477,0.3640012,0.2140951,0.05036947,0.1027143
"2826","E01003263","3",0.07144977,0.04889926,0.1379408,0.3324713,0.238456,0.05987176,0.1109111
"2827","E01003264","3",0.08520865,0.053095,0.1325767,0.3395883,0.2318184,0.05380311,0.1039099
"2828","E01003265","3",0.09137352,0.05039019,0.1362838,0.3414539,0.2227089,0.05148224,0.1063074
"2829","E01003266","3",0.08709787,0.05506344,0.1475661,0.3127607,0.2477103,0.03808013,0.1117215
"2830","E01003267","3",0.08479739,0.04880652,0.141947,0.3369686,0.2232332,0.05283002,0.1114172
"2831","E01003268","3",0.08143405,0.05252612,0.1327563,0.3425909,0.2460369,0.05066342,0.09399233
"2832","E01003269","3",0.09615048,0.04447651,0.143632,0.3409675,0.2113012,0.05596779,0.1075045
"2833","E01003270","3",0.08442238,0.04077797,0.1439919,0.3185657,0.2378885,0.06505799,0.1092955
"2834","E01003271","4",0.06563016,0.0445269,0.1280567,0.3458582,0.243206,0.0575804,0.1151416
"2835","E01003272","3",0.08006138,0.05129499,0.1373364,0.3953417,0.2024594,0.04829945,0.08520667
"2836","E01003273","3",0.08563949,0.04836963,0.143041,0.3655334,0.2103569,0.05772238,0.08933718
"2837","E01003274","3",0.0846408,0.05350393,0.1520718,0.3609914,0.2003148,0.05279462,0.09568262
"2838","E01003275","3",0.07947934,0.05870207,0.1437677,0.3486413,0.212387,0.04941433,0.1076082
"2839","E01003276","3",0.0782615,0.05357284,0.1308453,0.3548796,0.2356624,0.04515449,0.1016239
"2840","E01003277","3",0.09009818,0.04980715,0.1436083,0.384854,0.1864646,0.05309719,0.0920705
"2841","E01003278","3",0.09068843,0.05237219,0.1352794,0.3666181,0.2051818,0.06010092,0.08975922
"2842","E01003279","3",0.08387318,0.05058416,0.1434922,0.3800347,0.1994163,0.05088824,0.09171117
"2843","E01003280","3",0.08403624,0.04574648,0.1414687,0.3375621,0.2277124,0.059487,0.103987
"2844","E01003281","3",0.08670425,0.04247134,0.1514389,0.3907513,0.1987111,0.04727048,0.08265263
"2845","E01003282","3",0.08928565,0.04347458,0.1452533,0.3751416,0.1990609,0.05005148,0.09773248
"2846","E01003283","3",0.08578688,0.04730847,0.1424724,0.3442935,0.1969716,0.08153239,0.1016348
"2847","E01003284","3",0.07991279,0.05391613,0.1490002,0.3655725,0.2164685,0.04726811,0.08786169
"2848","E01003285","1",0.0959565,0.03396945,0.1146758,0.3704306,0.1928722,0.07003969,0.1220558
"2849","E01003287","3",0.08206742,0.03944379,0.1327212,0.3691746,0.203265,0.06889238,0.1044355
"2850","E01003288","3",0.08532409,0.04905987,0.1414232,0.3366342,0.2134853,0.06714575,0.1069277
"2851","E01003290","3",0.09316304,0.05606314,0.1418668,0.3327721,0.230772,0.04666334,0.09869958
"2852","E01003291","3",0.09052541,0.05628348,0.1309743,0.3412211,0.22795,0.05211626,0.1009294
"2853","E01003292","3",0.08509272,0.04698328,0.1497277,0.364153,0.2013356,0.06049672,0.09221098
"2854","E01003293","3",0.09186315,0.05254668,0.1431734,0.3489577,0.2194479,0.04669845,0.09731264
"2855","E01003295","3",0.09179359,0.05098226,0.1497735,0.3435639,0.2086802,0.06018379,0.09502281
"2856","E01003296","2",0.1075155,0.04343367,0.1418758,0.3702149,0.1934528,0.05538897,0.08811828
"2857","E01003297","3",0.1085288,0.04942101,0.1426591,0.3228873,0.2087492,0.05892896,0.1088255
"2858","E01003298","3",0.09477524,0.04659525,0.1611434,0.3485095,0.2048253,0.0480159,0.09613538
"2859","E01003299","3",0.08630741,0.04692741,0.1426489,0.3563435,0.2181801,0.04829766,0.101295
"2860","E01003300","2",0.07314513,0.0402004,0.1299383,0.4145833,0.2044867,0.04388565,0.0937605
"2861","E01003301","3",0.08747013,0.04689368,0.1461361,0.3872444,0.1902703,0.05077457,0.09121077
"2862","E01003302","3",0.09516128,0.04407001,0.1633574,0.3636356,0.1913021,0.06042637,0.08204728
"2863","E01003303","3",0.09134495,0.04416112,0.1317956,0.3642143,0.208199,0.06167011,0.09861494
"2864","E01003304","4",0.09066738,0.03923542,0.1158331,0.3680268,0.2428207,0.05738055,0.08603617
"2865","E01003305","3",0.09176307,0.05186575,0.1404139,0.3460306,0.2195367,0.05686451,0.09352545
"2866","E01003307","3",0.07170547,0.04666694,0.1387365,0.3385884,0.2376184,0.06959393,0.0970904
"2867","E01003308","3",0.08067399,0.04557733,0.1445038,0.3531231,0.2065705,0.06743418,0.1021172
"2868","E01003309","3",0.07415206,0.05813645,0.1243351,0.3231313,0.2332321,0.07551553,0.1114974
"2869","E01003310","3",0.0870741,0.05839289,0.1626263,0.3065885,0.238234,0.05392744,0.09315678
"2870","E01003311","3",0.07097649,0.04450789,0.138805,0.3389952,0.2448584,0.05937989,0.1024771
"2871","E01003312","1",0.07353659,0.0455086,0.1310124,0.2979308,0.251756,0.0815774,0.1186782
"2872","E01003313","4",0.08427608,0.04797112,0.1329433,0.3253878,0.2523302,0.04759284,0.1094986
"2873","E01003314","4",0.07996549,0.04752624,0.1309271,0.3305662,0.2704906,0.04967975,0.09084467
"2874","E01003315","3",0.08938924,0.04383255,0.1554101,0.3368862,0.2122019,0.06159655,0.1006835
"2875","E01003316","3",0.07028645,0.0533022,0.1384154,0.3735079,0.2129191,0.06530169,0.08626733
"2876","E01003317","3",0.09139851,0.05029182,0.1462757,0.3574615,0.2022424,0.05330666,0.09902332
"2877","E01003318","3",0.08817959,0.05283494,0.1495451,0.3465403,0.2141761,0.04813881,0.1005851
"2878","E01003319","3",0.08746408,0.05284713,0.1452592,0.3432126,0.2221443,0.04964413,0.09942857
"2879","E01003320","3",0.08215138,0.05355261,0.1455963,0.3438402,0.2278582,0.04640479,0.1005966
"2880","E01003321","3",0.08215328,0.05146445,0.1442242,0.3574866,0.2249275,0.04653949,0.09320444
"2881","E01003322","3",0.07844703,0.05262561,0.1385877,0.3619599,0.2131705,0.06190884,0.09330044
"2882","E01003323","3",0.07700128,0.04560289,0.1481304,0.3494678,0.2232723,0.06132126,0.09520412
"2883","E01003324","3",0.09685452,0.04783173,0.152063,0.3309627,0.22219,0.05448261,0.09561534
"2884","E01003325","3",0.08159116,0.05456544,0.1428896,0.3519049,0.2180135,0.0520454,0.09899009
"2885","E01003326","1",0.08533903,0.04310454,0.1205549,0.3398676,0.2222559,0.05994613,0.1289318
"2886","E01003327","3",0.07227623,0.05010484,0.1259257,0.3780905,0.2098557,0.06925321,0.09449389
"2887","E01003328","1",0.0823947,0.04623927,0.1155426,0.3444047,0.2270692,0.06947014,0.1148794
"2888","E01003329","3",0.08704166,0.05038675,0.1292602,0.3344565,0.2172592,0.0629296,0.118666
"2889","E01003330","1",0.07121921,0.04790702,0.1361787,0.3307796,0.2213068,0.08036129,0.1122474
"2890","E01003331","3",0.08598383,0.04485333,0.1158878,0.3585829,0.2233501,0.06263141,0.1087107
"2891","E01003332","3",0.08950325,0.04678766,0.1257919,0.3347935,0.2311478,0.07092587,0.1010501
"2892","E01003333","3",0.08180018,0.0527217,0.110061,0.3641519,0.2254908,0.06163795,0.1041365
"2893","E01003334","1",0.07610112,0.0439483,0.133408,0.3573502,0.2016041,0.08730868,0.1002795
