"","area_id","f_dairy_eggs","f_fish_meat","f_fruit_veg","f_grains","f_oils_sauces","f_readymade","f_sweets","f_dairy","f_eggs","f_fats_oils","f_sauces","f_fish","f_meat_red","f_poultry"
"22","E01000023",0.129751301154727,0.113651882311883,0.276193799978757,0.167989317633492,0.0550050832283811,0.0698602491540598,0.187548366538701,0.115639652216136,0.0141116489385916,0.036493027631519,0.0185120555968621,0.0276163452346631,0.0610139143893298,0.0250216226878898
"23","E01000024",0.104250578455737,0.0943525580598166,0.245008141228897,0.208029822606907,0.0466192475790556,0.0649155883109093,0.236824063758677,0.0881823635272945,0.0160682149284429,0.0302510926386151,0.0163681549404405,0.0162396092210129,0.0600308509726626,0.0180820978661411
"24","E01000025",0.121104706716395,0.101686033967266,0.256696359769442,0.188607711987178,0.0546188700181857,0.0798014980118978,0.197484819529637,0.107850691982862,0.0132540147335327,0.0353851370095244,0.0192337330086613,0.018000801405542,0.0610917609345622,0.0225934716271615
"25","E01000027",0.111475409836066,0.0892200695479384,0.310680576254347,0.171187282662693,0.0457029309488326,0.0758072528564332,0.195926477893691,0.0956780923994039,0.0157973174366617,0.031892697466468,0.0138102334823646,0.0177844013909588,0.0538499751614506,0.0175856929955291
"26","E01000028",0.129974072821553,0.0946905647615827,0.227595536016233,0.202795626197723,0.0414834855145981,0.0839815127944989,0.219479201893811,0.121406831247886,0.008567241573667,0.0275053545259835,0.0139781309886146,0.0228835531507158,0.0579416074850637,0.0138654041258032
"27","E01000029",0.142844974446337,0.102470187393526,0.269931856899489,0.181942078364566,0.0436115843270869,0.0785349233390119,0.180664395229983,0.131516183986371,0.0113287904599659,0.0304088586030664,0.0132027257240204,0.0216354344122658,0.0571550255536627,0.023679727427598
"28","E01000030",0.110353465070971,0.0839131644865015,0.296966323406624,0.167339270804342,0.0480100194823267,0.0720846089618703,0.221333147787364,0.0994990258836627,0.0108544391873087,0.0289451711661564,0.0190648483161703,0.0182298914556081,0.0400779293069858,0.0256053437239076
"29","E01000031",0.0944418276024494,0.0640602920395667,0.215850211964202,0.178991992463495,0.0431582666038625,0.0598798869524258,0.343617522373999,0.0859043805934998,0.0085374470089496,0.0307936881771079,0.0123645784267546,0.017428167687235,0.0326778144135657,0.0139543099387659
"30","E01000032",0.107963534995856,0.0604234159572064,0.207338205379341,0.184057861824757,0.0479921645445642,0.0986966021246139,0.293528215173661,0.0980185338657425,0.00994500113011377,0.0368417087320124,0.0111504558125518,0.0106984103066375,0.0357869358848791,0.0139380697656897
"31","E01000033",0.0982573229514275,0.126158694846125,0.238320355951057,0.186596218020022,0.0685020393029292,0.0724879495736003,0.209677419354839,0.0862995921394142,0.0119577308120133,0.053392658509455,0.0151093807934742,0.0277159807193178,0.067760474601409,0.0306822395253986
"32","E01000034",0.0953379953379953,0.0842657342657343,0.272261072261072,0.182983682983683,0.0350815850815851,0.120979020979021,0.209090909090909,0.0878787878787879,0.00745920745920746,0.0289044289044289,0.00617715617715618,0.0222610722610723,0.0406759906759907,0.0213286713286713
"33","E01000035",0.117136465324385,0.117852348993289,0.277673378076063,0.16841163310962,0.0369574944071588,0.0968232662192394,0.185145413870246,0.108814317673378,0.00832214765100671,0.0246085011185682,0.0123489932885906,0.0314988814317673,0.0592393736017897,0.0271140939597315
"34","E01000036",0.135322056495292,0.0651612365636197,0.352803933005583,0.134905424547954,0.0244146321139905,0.0762436463628031,0.211149070910757,0.127489375885343,0.00783268060994917,0.0176651945671194,0.00674943754687109,0.016998583451379,0.0330805766186151,0.0150820764936255
"35","E01000037",0.113346557098328,0.111740814206102,0.24539529611788,0.17899310475111,0.0371209974497025,0.109662793992632,0.203740436384245,0.10371209974497,0.00963445735335789,0.0224804004911684,0.014640596958534,0.0176631718144895,0.0710305091149523,0.02304713327666
"36","E01000038",0.104310344827586,0.0889008620689655,0.232219827586207,0.188254310344828,0.0259698275862069,0.112176724137931,0.248168103448276,0.0951508620689655,0.00915948275862069,0.0178879310344828,0.00808189655172414,0.0144396551724138,0.0550646551724138,0.0193965517241379
"37","E01000039",0.106052767718572,0.0909208484221418,0.254849974133471,0.194063631660631,0.0389937920331092,0.0969348163476461,0.218184169684428,0.0953828246249353,0.0106699430936368,0.0252198654940507,0.0137739265390585,0.0241205380237972,0.0469477496120021,0.0198525607863425
"38","E01000040",0.111398907811522,0.126443480325498,0.267003388806147,0.166483196270155,0.0497312698309914,0.0826264326879492,0.196313324267737,0.101923201450495,0.00947570636102657,0.0326793153316497,0.0170519544993417,0.0239590753092016,0.0723305057307518,0.0301538992855447
"39","E01000041",0.112799315849487,0.113911060433295,0.300427594070696,0.157069555302166,0.0571550741163056,0.0710376282782212,0.187599771949829,0.100256556442417,0.0125427594070696,0.0410490307867731,0.0161060433295325,0.019042189281642,0.0661630558722919,0.0287058152793615
"40","E01000042",0.127410435200769,0.113921615773022,0.270762202452513,0.171772060591488,0.050132243327723,0.056672276989661,0.209329165664823,0.114162058187064,0.0132483770137052,0.0347920173118538,0.0153402260158692,0.0231305602308247,0.0685501322433277,0.0222409232988699
"41","E01000043",0.125520547666931,0.120360777622037,0.273813151319398,0.160277896276434,0.0590326446868588,0.0716273589696711,0.189367623458671,0.115708858959514,0.00981168870741666,0.034310439393016,0.0247222052938428,0.0267129827127389,0.072643061734414,0.0210047331748837
"42","E01000044",0.127657210576994,0.121268794904081,0.277683134582624,0.16052514628546,0.0625324050070365,0.0626435078883046,0.1876898007555,0.111991704318199,0.0156655062587956,0.0390341456188431,0.0234982593881935,0.0234797422413155,0.0669765202577587,0.030812532405007
"43","E01000045",0.11769710720363,0.122956736966947,0.281622234826999,0.166168205022431,0.0594286598257103,0.0639148146238334,0.188212241530449,0.103697210333626,0.0139998968700046,0.037384623317692,0.0220440365080184,0.0244933738977982,0.0734543391945547,0.0250090238745939
"44","E01000046",0.132635656673701,0.113266456592755,0.307392096209997,0.139949697898297,0.0568934115810471,0.0578763262120205,0.191986354832182,0.118585759301552,0.0140498973721488,0.0450406175016623,0.0118527940793848,0.0225492180046833,0.0660287357983291,0.024688502789743
"45","E01000048",0.126320963381666,0.107151634308184,0.325288768739248,0.165446055541902,0.0417793069550258,0.0629147210616859,0.171098550012288,0.111231260752028,0.0150897026296387,0.0292455148685181,0.0125337920865077,0.0391742442860654,0.0474318014254116,0.0205455885967068
"46","E01000049",0.112248588199293,0.109967452082232,0.261440454001725,0.172420507970067,0.0454558099424152,0.072300887417587,0.22616630038668,0.101872200739978,0.0103763874593151,0.0307953375803266,0.0146604723620886,0.0241188416279523,0.0556931037360559,0.0301555067182241
"47","E01000050",0.121430253288035,0.109455413905614,0.291634431026943,0.181809008039288,0.0668370950923341,0.0652225100070638,0.163611288640721,0.10673080157422,0.0146994517138148,0.0489757475865317,0.0178613475058024,0.0236805812506307,0.0622960745400114,0.0234787581149719
"48","E01000051",0.112329380174536,0.0964421570821213,0.278473931528306,0.197247706422018,0.0509062430073842,0.061311255314388,0.203289326471246,0.0989035578429179,0.0134258223316178,0.0330051465652271,0.0179010964421571,0.021593197583352,0.0518012978294921,0.0230476616692772
"49","E01000052",0.116929087842915,0.121220216727054,0.31069776761116,0.160942378654556,0.0581222554306991,0.0607436843599205,0.171344609373696,0.101835000250455,0.0150940875924596,0.0389374029486901,0.019184852482009,0.0208712494364763,0.0675894541750847,0.0327595131154931
"50","E01000053",0.1334628190899,0.110340362560118,0.29134295227525,0.175083240843507,0.0446725860155383,0.0713096559378468,0.173788383277839,0.121439141694414,0.0120236773954865,0.0318165001849797,0.0128560858305586,0.0215501294857566,0.0613207547169811,0.0274694783573807
"51","E01000054",0.116661511496031,0.115888235900608,0.239251469223631,0.17166718218373,0.0395401587792556,0.0816579028765852,0.235333539540159,0.105784101453758,0.0108774100422724,0.0280956799670069,0.0114444788122487,0.0220125786163522,0.0620167027528611,0.031858954531395
"52","E01000055",0.13039314274769,0.107791026193555,0.259062395249725,0.193075707513288,0.0592347842742901,0.0724033903174831,0.17803955370397,0.120385002154863,0.0100081405928267,0.0419479959775894,0.0172867882967007,0.0164248431738735,0.070152755830101,0.02121342718958
"53","E01000056",0.128443026964337,0.126775877065816,0.281313424180922,0.155334879675268,0.0452305015946651,0.0742244128732966,0.188677877645694,0.116628008118295,0.0118150188460423,0.0254421571469991,0.019788344447666,0.0263119744853581,0.0811104668019716,0.0193534357784865
"54","E01000057",0.110656137272107,0.106122647947743,0.278102759091352,0.173345032660622,0.0688310422150726,0.0672711319099152,0.195671248903188,0.0995905235448962,0.0110656137272107,0.0458223652140002,0.0230086770010724,0.0159890806278639,0.0637125865262747,0.0264209807936044
"55","E01000058",0.104503111906602,0.106211609648944,0.289427653256315,0.171948094211447,0.0551193914493756,0.0743603303095635,0.198429809217752,0.0909978440385632,0.0135052678680389,0.0387666273440996,0.016352764105276,0.0236748972867429,0.0605296343001261,0.0220070780620754
"56","E01000059",0.102519821022058,0.0857210142083366,0.309600439594945,0.199466206138629,0.0463144673836251,0.0818745584425779,0.174503493209828,0.0946699112960201,0.00784990972603815,0.0292801632781223,0.0170343041055028,0.0158568176465971,0.051652405997331,0.0182117905644085
"57","E01000060",0.105587064076264,0.0995535175576204,0.250150838662966,0.183661156027513,0.038976710510438,0.0964160733679257,0.225654639797273,0.0946060094123326,0.0109810546639315,0.0258235790997949,0.0131531314106432,0.0155665500181006,0.0564739954145046,0.0275129721250151
"58","E01000061",0.108343520782396,0.0880195599022005,0.251680929095355,0.188875305623472,0.0423288508557457,0.0932151589242054,0.227536674816626,0.100855745721271,0.00748777506112469,0.0259779951100245,0.0163508557457213,0.0151283618581907,0.0498166259168704,0.0230745721271394
"59","E01000062",0.0941865328314513,0.119615223755751,0.262567963195316,0.213885403596821,0.0429945629443747,0.0792137181095776,0.187536595566709,0.0839815976578837,0.0102049351735675,0.0286909242994563,0.0143036386449184,0.0254286909242995,0.0703471350899205,0.0238393977415307
"60","E01000063",0.131235610130468,0.0825978511128166,0.308135072908672,0.164524174980813,0.0307943207981581,0.0897927858787414,0.19292018419033,0.119819646968534,0.011415963161934,0.0233115886415963,0.00748273215656178,0.0121834228702993,0.0529547198772064,0.0174597083653108
"61","E01000064",0.12442493786685,0.100682142668288,0.241658294114536,0.194542858653694,0.0356935117127598,0.0776267780656761,0.225371476918196,0.114377875310666,0.0100470625561842,0.0252234149436836,0.0104700967690762,0.026439638305748,0.0513986568663741,0.0228438474961663
"62","E01000065",0.106090661964587,0.104915142164426,0.270589963999706,0.182132099037543,0.0419513628682683,0.0757475571229153,0.218573212842554,0.0928660642127691,0.0132245977518184,0.0290206450664903,0.012930717801778,0.0238042759532731,0.053926970832415,0.0271838953787378
"63","E01000066",0.116459823972646,0.114275311847021,0.272161717216488,0.164424111948332,0.0585069334515292,0.0558000379915152,0.218372063572469,0.104413347685684,0.0120464762869626,0.0370258975495473,0.0214810359019819,0.029221807129741,0.0624485531564617,0.0226049515608181
"64","E01000067",0.108382531105171,0.1056710447876,0.270917866964097,0.17438126189881,0.058633487817542,0.0640372300532682,0.217976577373512,0.0980173458202727,0.0103651852848984,0.037306974865868,0.021326512951674,0.0273263975692775,0.0561143054941251,0.0222303417241976
"65","E01000068",0.126254263998883,0.111073430549183,0.292126314109597,0.166949270881127,0.0588282231841848,0.0633764886592591,0.181392008617766,0.113108180893295,0.0131460831055876,0.0393584551856211,0.0194697679985637,0.0280077400307207,0.0635959225198987,0.0194697679985637
"66","E01000069",0.118823137929122,0.0981781376518218,0.27577505407354,0.157367866452221,0.0616161055959181,0.0682435805002495,0.219996117797127,0.106261438633465,0.0125616992956575,0.0418307359547446,0.0197853696411735,0.0264405745660252,0.050648882480173,0.0210886806056236
"67","E01000070",0.13219966186826,0.099075882671569,0.293534461533411,0.16443707630944,0.0570063851090721,0.0562185053263956,0.197528027181853,0.116836006106068,0.0153636557621916,0.0412980319419595,0.0157083531671126,0.0304646849301577,0.0453687441524547,0.0232424535889565
"68","E01000071",0.107316487605786,0.0950363123461977,0.281387671808415,0.17133425364624,0.0491807214452914,0.0509213132465038,0.244823239901567,0.0944361082768141,0.0128803793289719,0.0332993217694016,0.0158813996758898,0.0254246443790889,0.0478482684112598,0.021763399555849
"69","E01000072",0.11948066642152,0.116793482872741,0.284615167029672,0.160071281079399,0.0542245354001075,0.0717619438237208,0.19305292337284,0.106638757672616,0.0128419087489039,0.0341413741408084,0.0200831612592991,0.0240715073685402,0.0756937176477244,0.0170282578564761
"70","E01000073",0.123725401052153,0.105052932389427,0.301000194843151,0.156199259596025,0.0481587322205625,0.0635838150289017,0.20227966486978,0.109144638565954,0.0145807624861986,0.0362408261349614,0.0119179060856011,0.0163343508475677,0.065045138663376,0.0236734428784828
"71","E01000074",0.127171127562642,0.107168280182232,0.270145216400911,0.167746298405467,0.052249430523918,0.0813638952164009,0.194155751708428,0.1188069476082,0.00836417995444192,0.0367312072892939,0.0155182232346241,0.0190062642369021,0.0656677107061504,0.02249430523918
"72","E01000075",0.104235058555098,0.0907080161113827,0.260506158180252,0.240390212102163,0.0531303112849526,0.0822099601871901,0.168820283578962,0.0946892971060045,0.00954576144909315,0.0369257991664921,0.0162045121184606,0.0182533584782659,0.0508486414751694,0.0216060161579474
"73","E01000076",0.11198907423666,0.118915227782655,0.292069066432543,0.159236497252301,0.0429551588462914,0.0817481221344259,0.193086853315124,0.0997626247845738,0.012226449452086,0.0286150944623289,0.0143400643839625,0.0259812050856827,0.0657822001105583,0.0271518225864143
"74","E01000077",0.107168050355418,0.101904606869608,0.261598567475175,0.184817407347116,0.0399370557273862,0.0798741114547724,0.224700200770525,0.0952846057843616,0.0118834445710565,0.0258831189972326,0.0140539367301536,0.0255575451733681,0.0550762385370883,0.0212708231591513
"75","E01000078",0.132518604492388,0.103161056871714,0.302860654058852,0.16208097221274,0.0565303475114358,0.0735304157848023,0.169317949068069,0.121663139209394,0.0108554652829931,0.0383696320065542,0.0181607155048815,0.0195261828360756,0.0587833686079061,0.0248515054277326
"76","E01000079",0.106985525487728,0.105027620446123,0.262149500034963,0.182644570309769,0.0525138102230613,0.0999230823019369,0.19075589119642,0.0934899657366618,0.0134955597510664,0.0351723655688413,0.01734144465422,0.0212572547374309,0.0555205929655269,0.0282497727431648
"77","E01000080",0.127755176392009,0.136255996113911,0.283563057866294,0.159693970490012,0.0507013176270569,0.0656384722812557,0.176392009229461,0.114214584977837,0.0135405914141721,0.0357641629728581,0.0149371546541988,0.0178517214159937,0.0837330742607323,0.034671200437185
"78","E01000081",0.111080236193123,0.101701979854116,0.252796109760333,0.170267453977075,0.046891281695033,0.0896144494616186,0.227648489058701,0.0987843001042028,0.0122959360889198,0.0354984369572768,0.0113928447377562,0.0196596040291768,0.0615491490100729,0.0204932268148663
"79","E01000082",0.121368881814564,0.0969956227616395,0.214882610425786,0.174492638280939,0.0617787504974135,0.0735177079188221,0.256963788300836,0.108535614803024,0.01283326701154,0.040091524074811,0.0216872264226025,0.0138280939116594,0.0644647831277358,0.0187027457222443
"80","E01000083",0.106904517453799,0.0891298767967146,0.298511293634497,0.196740246406571,0.0526822381930185,0.0601899383983573,0.195841889117043,0.0967017453798768,0.010202772073922,0.0321483572895277,0.0205338809034908,0.0250898357289528,0.0455595482546201,0.0184804928131417
"81","E01000084",0.106266243141785,0.0880739243430551,0.290595822504572,0.196169024930215,0.0375397054576956,0.075175666570411,0.206179613052267,0.0948118201944364,0.0114544229473482,0.0272403503705843,0.0102993550871114,0.0202136875541438,0.0459139474444124,0.021946289344499
"82","E01000085",0.119930177636308,0.0701304035321902,0.281035013861793,0.177533627682514,0.0454872163466475,0.0850189957901222,0.220864565150426,0.107197864257111,0.012732313379197,0.0390183797104426,0.00646883663620495,0.0158127117773899,0.0386076599240168,0.0157100318307834
"83","E01000086",0.113158222332877,0.108427735590688,0.225071579733599,0.171417901157724,0.0474293539151002,0.0917465454998133,0.242748661770198,0.100087140545251,0.013071081787626,0.0333623801817503,0.0140669737333499,0.0316195692767335,0.0573882733723391,0.0194198929416158
"84","E01000087",0.118838575872796,0.091116488074663,0.24106463878327,0.190528862772209,0.0392671966816453,0.0835119253370204,0.235672312478396,0.109367438645005,0.00947113722779122,0.0274455582440373,0.011821638437608,0.0311787072243346,0.0418942274455582,0.0180435534047701
"85","E01000088",0.0871155288822206,0.0944298574643661,0.271989872468117,0.270817704426107,0.0447768192048012,0.0553263315828957,0.175543885971493,0.0751594148537134,0.0119561140285071,0.0282258064516129,0.0165510127531883,0.0286477869467367,0.0484808702175544,0.017301200300075
"86","E01000089",0.154883651993479,0.0933007262487031,0.26159774714688,0.180154142581888,0.0394990366088632,0.0582481102712316,0.212316585148955,0.142211353194012,0.0126722987994664,0.029198162146139,0.0103008744627242,0.0195642507781236,0.0488365199347858,0.0248999555357937
"87","E01000090",0.128205128205128,0.0946288798920378,0.280863697705803,0.196869095816464,0.0628879892037787,0.0615924426450742,0.174952766531714,0.117678812415655,0.0105263157894737,0.043940620782726,0.0189473684210526,0.0187314439946019,0.048582995951417,0.0273144399460189
"88","E01000091",0.123668394441441,0.0960981969663243,0.290456959328394,0.155722326454034,0.0560625814863103,0.0537730149139823,0.224218526409514,0.109803796864566,0.0138645975768754,0.0400038159442872,0.0160587655420231,0.0198747098292365,0.0503386650554902,0.0258848220815976
"89","E01000092",0.134219370802855,0.112797586780865,0.290804385120183,0.161731599522968,0.0528242444340988,0.0552412900263388,0.192381523312692,0.117861265409463,0.0163581053933917,0.0370528625090081,0.0157713819250907,0.0258923617532828,0.0632194537094316,0.0236857713181508
"90","E01000093",0.110704712277977,0.130270310895107,0.285166720945963,0.154721046170804,0.056742741187965,0.0781621865370644,0.184232281985119,0.0988551243830949,0.0118495878948819,0.0375529223138011,0.0191898188741639,0.0231730841496104,0.0781872385199289,0.0289099882255681
"91","E01000094",0.127072477498816,0.110640691615348,0.298851255329228,0.165946234012316,0.0517231170061582,0.0601610611084794,0.185605163429654,0.110522264329702,0.0165502131691142,0.0339294173377546,0.0177936996684036,0.0270310279488394,0.0608124111795358,0.022797252486973
"92","E01000095",0.0945831004398649,0.0866606721913048,0.200320785438285,0.389073853556587,0.0391504046270869,0.0484823446499307,0.14172883909694,0.0846922160927362,0.00989088434712873,0.0280201219956743,0.0111302826314127,0.0236214731828234,0.0481664195970741,0.0148727794114073
"93","E01000096",0.135295043273013,0.098756884343037,0.275216365066876,0.166042486231314,0.0588198269079465,0.0585365853658536,0.207332808811959,0.120283241542093,0.0150118017309205,0.0395908733280881,0.0192289535798584,0.0214634146341463,0.0516129032258064,0.0256805664830842
"94","E01000097",0.147351542629658,0.0764679862877364,0.255280327325003,0.169412805484905,0.0582771204246379,0.0786243503262192,0.21458586752184,0.137067344907663,0.0102841977219949,0.0431825721552582,0.0150945482693796,0.0213977662280217,0.041744996129603,0.0133252239301117
"95","E01000098",0.12383190046457,0.0973460778555027,0.240401559246008,0.183585197842687,0.0665349495381001,0.0749719656111497,0.213328349441982,0.115288086719709,0.00854381374486036,0.0435734500987878,0.0229614994393122,0.0231216959470284,0.0521172638436482,0.0221071180648262
"96","E01000099",0.125943099654197,0.091480666457089,0.286623703237975,0.175377239861679,0.0460939955988683,0.0800848789688777,0.194396416221314,0.111049984281672,0.0148931153725244,0.0324190506130148,0.0136749449858535,0.0282536938069789,0.0454259666771456,0.0178010059729645
"97","E01000100",0.113117270018958,0.0898257650988535,0.220005416629051,0.179922361650266,0.0387288977159881,0.0790827841473323,0.27931750473955,0.104179832084499,0.00893743793445879,0.0250970479371671,0.013631849778821,0.0209442989979236,0.0422497065992597,0.0266317595016701
"98","E01000101",0.122224714061449,0.100919488674591,0.288966135904911,0.184458398744113,0.04384391119085,0.0717649697241534,0.187822381699933,0.108544516707782,0.0136801973536667,0.0300515810719892,0.0137923301188607,0.0246692083426777,0.0537115945279211,0.0225386858039919
"99","E01000102",0.119227539882452,0.100526677352874,0.267460499198534,0.176933058545149,0.0493092130371727,0.0712159377146783,0.21532707426914,0.108007022364705,0.0112205175177467,0.0327455919395466,0.0165636210976261,0.0144263796656744,0.0597664300435081,0.0263338676436913
"100","E01000103",0.130477045012711,0.12128009570809,0.280469567818155,0.145057574398086,0.0376850605652759,0.0839688948706445,0.201061761627038,0.117840586212053,0.012636458800658,0.0288619709884851,0.00882308957679079,0.0225811275609391,0.0678929265739495,0.0308060415732017
"101","E01000104",0.115671641791045,0.0935861234368697,0.282472771278741,0.179205324727713,0.0482049213392497,0.0807785397337636,0.200080677692618,0.106091165792658,0.00958047599838645,0.0340863251311012,0.0141185962081484,0.022488906817265,0.0527430415490117,0.018354175070593
"102","E01000105",0.118078050285362,0.0998766003393491,0.27471849452414,0.167206540182015,0.0505938608668826,0.0873052599105353,0.202221193891717,0.106509332099337,0.011568718186025,0.031929662193429,0.0186641986734537,0.0252969304334413,0.0567638438994293,0.0178158260064785
"103","E01000106",0.114736170600565,0.0996081290440171,0.300009113278046,0.192472432333911,0.0478447097420942,0.06844071812631,0.176888726875057,0.10061058962909,0.0141255809714754,0.0349949876970746,0.0128497220450196,0.0183176888726875,0.0627904857377199,0.0184999544336098
"104","E01000107",0.126464976832925,0.0978468247478877,0.234532570182611,0.185881711638049,0.0455164895066776,0.0826519487598801,0.227105478331971,0.116721177432543,0.00974379940038158,0.0331152902698283,0.0124011992368493,0.0201008449168711,0.0532161351866994,0.0245298446443173
"105","E01000108",0.13344254970586,0.0793804453049371,0.236354158909822,0.200461687392956,0.0448283565418125,0.0813165537270087,0.224216248417604,0.11936853079157,0.01407401891429,0.0320202546727232,0.0128081018690893,0.0249460123613076,0.0401370169037158,0.0142974160399136
"106","E01000109",0.118909512761021,0.0876957656612529,0.297926334106729,0.178364269141531,0.0400594547563805,0.0563370069605568,0.220707656612529,0.10506090487239,0.0138486078886311,0.0286035382830626,0.0114559164733179,0.02334686774942,0.0432859628770302,0.0210629350348028
"107","E01000110",0.0879471656576775,0.085305448541552,0.317006053935058,0.187341772151899,0.0351128233351679,0.0971931755641167,0.190093560814529,0.0774903687396808,0.0104567969179967,0.0266373142542653,0.00847550908090259,0.0235553109521189,0.0468904788112273,0.0148596587782058
