"","area_id","f_beer","f_dairy","f_eggs","f_fats_oils","f_fish","f_fruit_veg","f_grains","f_meat_red","f_poultry","f_readymade","f_sauces","f_soft_drinks","f_spirits","f_sweets","f_tea_coffee","f_water","f_wine","f_alcoholic_drinks","f_non_alcoholic_drinks","f_dairy_eggs","f_oils_sauces","f_fish_meat"
"14","E01000015",0.0106542617046819,0.0703031212484994,0.00832833133253301,0.0252100840336134,0.0176320528211285,0.232142857142857,0.186299519807923,0.0423169267707083,0.0215336134453782,0.106917767106843,0.0129051620648259,0.0440426170468187,0.00427671068427371,0.171668667466987,0.00495198079231693,0.0320378151260504,0.00877851140456182,0.0237094837935174,0.0810324129651861,0.0786314525810324,0.0381152460984394,0.0814825930372149
"15","E01000016",0.0130724929152573,0.0881250571350215,0.00959868360910504,0.0303501234116464,0.0278818904835908,0.300210256879057,0.133924490355608,0.0581405978608648,0.0212085199744035,0.0706645945698876,0.00822744309351861,0.025139409452418,0.00310814516866258,0.155315842398757,0.00493646585611116,0.0421427918456897,0.00795319499040132,0.0241338330743212,0.0722186671542188,0.0977237407441265,0.038577566505165,0.107231008318859
"16","E01000017",0.00910959284563684,0.106815530744876,0.00805421318669111,0.0217186024551464,0.0292728989612842,0.293284452591235,0.139476753874354,0.0466033438871299,0.0146642226295617,0.0627673165583514,0.00810975948453036,0.0352163528300839,0.0054435371882464,0.166305615730712,0.00472143531633617,0.0424373715491862,0.00599900016663889,0.0205521302005221,0.0823751596956063,0.114869743931567,0.0298283619396767,0.0905404654779759
"17","E01000018",0.0180602467774178,0.104225546287999,0.0090301233887089,0.0284000827186875,0.0168194664644654,0.226442407113807,0.161370372923416,0.0374991383470049,0.0138553801613014,0.0689322396084649,0.0117874129730475,0.0326738815744124,0.00710002067967188,0.204728751637141,0.00834080099262425,0.0455642103811953,0.00516991797063487,0.0303301854277245,0.0865788929482319,0.113255669676708,0.040187495691735,0.0681739849727718
"18","E01000019",0.0070495290185354,0.0797326040717107,0.00783956244302644,0.0337891218474628,0.0179884533576421,0.209054998480705,0.174597386812519,0.0574901245821939,0.0125797629899727,0.0845943482224248,0.0114250987541781,0.0368277119416591,0.00309936189608022,0.200546946216955,0.00996657550896384,0.0470373746581586,0.00638103919781222,0.0165299301124278,0.0938316621087815,0.0875721665147371,0.0452142206016408,0.0880583409298086
"19","E01000020",0.00760170662820744,0.102487831260141,0.0107265188390121,0.0352442761853254,0.0135809146084971,0.259810107565651,0.145544137972478,0.0593113394627727,0.0203112793702302,0.056306712336999,0.0169761432606214,0.0365062195781504,0.00291448831200048,0.18003725737636,0.00531819001261943,0.040081725857821,0.0072411513731146,0.0177573463133225,0.0819061354485908,0.113214350099153,0.0522204194459468,0.0932035334414999
"20","E01000021",0.00858940237115896,0.0995039922574401,0.00816598112751028,0.0312121945318171,0.0113113960803291,0.247882893781757,0.172271957415921,0.0379264456811033,0.0162714735059279,0.0731308976530365,0.0113718848294217,0.0438543430921848,0.0046576336801355,0.168824098717639,0.00973868860391967,0.048209533026857,0.00707718364384225,0.0203242196951367,0.101802564722962,0.10766997338495,0.0425840793612388,0.0655093152673603
"21","E01000022",0.00672768520691543,0.0986857545177188,0.00954392552608934,0.0235077837753266,0.0223343503090041,0.232066025189705,0.150003911444888,0.0600015645779551,0.0178361886881014,0.0788938433857467,0.021004459047172,0.0333255104435579,0.00430258937651568,0.175193616521943,0.00711882969568959,0.0412266291167957,0.0182273331768755,0.0292576077603067,0.0816709692560432,0.108229680043808,0.0445122428224986,0.100172103575061
"22","E01000023",0.00870575354171952,0.101758508805896,0.0124177159414097,0.0321124804721403,0.0243013365735115,0.243040070500581,0.147824229233707,0.0536899309681813,0.0220180791262201,0.0614743701013446,0.0162899069338924,0.0409784626066522,0.00261706701560894,0.165035450576155,0.00566141027866423,0.0544243120184797,0.00765091530583633,0.0189737358631648,0.101064184903796,0.114176224747306,0.0484023874060326,0.100009346667913
"23","E01000024",0.00896932174465214,0.0816763900464341,0.0148827241338255,0.0280192086359487,0.0150414731912529,0.22693177759257,0.192681668452594,0.0556018573639719,0.0167480255585982,0.0601262055006548,0.0151605349843235,0.0229789260626265,0.00329404294162003,0.219351510100409,0.00492122078025162,0.0278207723141644,0.00579434059610271,0.0180577052823749,0.0557209191570425,0.0965591141802595,0.0431797436202723,0.0873913561138231
"24","E01000025",0.0212021857923497,0.0956010928961749,0.0117486338797814,0.0313661202185792,0.0159562841530055,0.227540983606557,0.167185792349727,0.0541530054644809,0.0200273224043716,0.0707377049180328,0.0170491803278689,0.0369398907103825,0.00387978142076503,0.175054644808743,0.00423497267759563,0.0329508196721311,0.0143715846994536,0.0394535519125683,0.0741256830601093,0.107349726775956,0.0484153005464481,0.0901366120218579
"25","E01000027",0.0120438933000268,0.0859131055401909,0.0141850298866982,0.0286377018467303,0.015969310375591,0.278972254438398,0.153715764118119,0.0483540012489963,0.0157908823267018,0.0680703006512624,0.0124007493978053,0.0304219823356232,0.00570969756445713,0.175930056204835,0.00401463110000892,0.0411276652689803,0.00874297439557498,0.0264965652600589,0.0755642787046124,0.100098135426889,0.0410384512445356,0.0801141939512891
"26","E01000028",0.0143249607535322,0.105671114599686,0.00745682888540031,0.0239403453689168,0.0199175824175824,0.198096546310832,0.176510989010989,0.0504317111459969,0.0120682888540031,0.073096546310832,0.0121664050235479,0.0471938775510204,0.00441522762951334,0.191032182103611,0.00588697017268446,0.0476844583987441,0.0101059654631083,0.0288461538461538,0.100765306122449,0.113127943485086,0.0361067503924647,0.0824175824175824
"27","E01000029",0.0084136454030901,0.118096986385192,0.0101728621691908,0.0273061037173015,0.0194278721125899,0.242389475294478,0.163377696190913,0.0513232369588496,0.0212635765641732,0.0705216460149916,0.0118555912498088,0.0228698179593085,0.00588955178216307,0.162230380908674,0.0139972464433226,0.0455101728621692,0.00535413798378461,0.0196573351690378,0.0823772372648004,0.128269848554383,0.0391616949671103,0.0920146856356127
"28","E01000030",0.00601938241136459,0.0860771684825137,0.00939023656172877,0.0250406308312767,0.0157707819177752,0.256907241317041,0.144766146993318,0.0346716426894601,0.0221513272738217,0.0623608017817372,0.016493107807139,0.047432733401553,0.00343104797447782,0.191476554505508,0.00644073918016012,0.0658520435803287,0.00571841329079636,0.0151688436766388,0.119725516162042,0.0954674050442425,0.0415337386384157,0.072593751881057
"29","E01000031",0.0113097752123516,0.0684687221361866,0.00680463653855179,0.0245436200666385,0.0138908442442161,0.17203998310573,0.142662724670327,0.0260453329579051,0.0111220611009433,0.0477263128255667,0.00985499084893707,0.139659298887794,0.0065230653714393,0.273874888544746,0.00553756628654559,0.0327091839129006,0.00722699328922052,0.0250598338730114,0.17790604908724,0.0752733586747384,0.0343986109155756,0.0510582383030644
"30","E01000032",0.00346158966848622,0.0866063107442418,0.0087871122353881,0.0325522566901877,0.00945280255625083,0.183197976301425,0.162628145386766,0.0316202902409799,0.0123152709359606,0.0872054320330182,0.00985221674876847,0.0484622553588071,0.00119824257755292,0.259352949008121,0.00412727998934895,0.0510584476101718,0.00812142191452536,0.0127812541605645,0.103647982958328,0.0953934229796299,0.0424044734389562,0.0533883637331913
"31","E01000033",0.00848015807673308,0.0766507492178495,0.0106207805038696,0.0474230199242549,0.0246171579120698,0.211674625391075,0.165733574839453,0.060184422855261,0.027251770130084,0.0643833360777211,0.0134200559855096,0.0363082496295077,0.00288160711345299,0.186234151160876,0.00436357648608595,0.0461880454470608,0.0135847192491355,0.0249464844393216,0.0868598715626544,0.0872715297217191,0.0608430759097645,0.112053350897415
"32","E01000034",0.00643052920092768,0.0794855576639258,0.00674678473539954,0.0261437908496732,0.020134935694708,0.246257642842083,0.16550706304027,0.0367910605102256,0.019291587602783,0.109424414927261,0.00558718110900274,0.0294117647058824,0.00221378874130297,0.189120809614168,0.00516550706304027,0.0478600042167405,0.00442757748260595,0.0130718954248366,0.0824372759856631,0.0862323423993253,0.0317309719586759,0.0762175838077166
"33","E01000035",0.0115269096517574,0.0987093108206835,0.0075493140677003,0.0223232405227697,0.0285737478691452,0.251887328516925,0.152772140595828,0.0537381280948129,0.0245961522850881,0.0878318045295884,0.0112022079714263,0.0344995535351895,0.00259761344264957,0.167951944151311,0.00803636658819709,0.0237032226641773,0.012501014692751,0.0266255377871581,0.0662391427875639,0.106258624888384,0.033525448494196,0.106908028249046
"34","E01000036",0.00477417399211882,0.115944225522886,0.00712337071839952,0.0160654743861776,0.0154592300697181,0.320854804486208,0.122688693543498,0.0300848742043043,0.0137162776598969,0.0693391936950591,0.00613822370415277,0.0326614125492573,0.00242497726583813,0.192027887238557,0.00795695665353137,0.0340254622612913,0.00871476204910579,0.0159139133070627,0.07464383146408,0.123067596241285,0.0222036980903304,0.0592603819339194
"35","E01000037",0.0172088830615422,0.0899778742932066,0.00835860034417766,0.0195034008030812,0.0153241006309924,0.212898467589937,0.155289682864869,0.0616241907727608,0.0199950831762681,0.0951405392116693,0.0127017946406621,0.0493321314430878,0.00295009423912153,0.176759813160698,0.00630992378923216,0.047857084323527,0.00876833565516676,0.0289273129558305,0.103499139555847,0.0983364746373842,0.0322051954437433,0.0969433745800213
"36","E01000038",0.00889101338432122,0.0844168260038241,0.00812619502868069,0.0158699808795411,0.012810707456979,0.206022944550669,0.167017208413002,0.0488527724665392,0.017208413001912,0.0995219885277247,0.00717017208413002,0.0381453154875717,0.00258126195028681,0.220172084130019,0.00946462715105163,0.0498087954110899,0.00391969407265774,0.0153919694072658,0.0974187380497132,0.0925430210325048,0.0230401529636711,0.0788718929254302
"37","E01000039",0.00978575564562826,0.0854082223508975,0.00955414012738854,0.0225825130283729,0.0215981470758541,0.228199189345686,0.173769542559351,0.0420382165605096,0.0177764910248987,0.0867979154603358,0.0123335263462652,0.0396062536189925,0.00220034742327736,0.195367689635206,0.00555877243775333,0.0344528083381586,0.0129704690214244,0.0249565720903301,0.0796178343949044,0.094962362478286,0.0349160393746381,0.0814128546612623
"38","E01000040",0.0212717552041861,0.0895233761801843,0.00832290600235089,0.0287035983771281,0.0210442498009328,0.234520153186972,0.146229097941076,0.0635308838584916,0.0264854206954082,0.0725742236378114,0.0149774390475107,0.0279262882493459,0.00244568308497327,0.172430136882418,0.00532741819284875,0.0437758313426611,0.0209115383157017,0.044628976604861,0.0770295377848557,0.0978462821825352,0.0436810374246388,0.111060554354833
"39","E01000041",0.0132797302554792,0.0912203345869537,0.0114122681883024,0.0373492413435352,0.0173258980676955,0.273349760082998,0.142912722085333,0.0601997146932953,0.0261185319673194,0.0646349371028401,0.0146543898327065,0.025184800933731,0.00404616781221631,0.170691220334587,0.00723641551030995,0.0347555440280119,0.00562832317468551,0.022954221242381,0.0671767604720529,0.102632602775256,0.0520036311762417,0.10364414472831
"40","E01000042",0.00960854859211065,0.102290109227223,0.0118706508391322,0.0311739233470496,0.0207251653489023,0.242605080035332,0.153909128121163,0.0614214619643665,0.0199280436047138,0.0507788094879031,0.0137449641295215,0.0394898420837193,0.00282224185104595,0.187560592024474,0.00573065902578796,0.0414287868668807,0.0049119934506754,0.017342783893832,0.086649287976388,0.114160760066355,0.0449188874765711,0.102074670917983
"41","E01000043",0.00874619327044492,0.105771373393746,0.0089690262200104,0.0313637376513407,0.0244187773898834,0.250297110599421,0.1465126643393,0.0664042189705118,0.0192007724875585,0.0654757483473223,0.022598974968432,0.03160514001337,0.00193121889623412,0.173104062987447,0.00599792022580406,0.0327193047611974,0.00488375547797668,0.0155611676446557,0.0703223650003714,0.114740399613756,0.0539627126197727,0.110023768847954
"42","E01000044",0.0121882314956817,0.0976349987892485,0.0136572766163532,0.0340301880700622,0.0204697715715554,0.242085721204294,0.139946726935184,0.058390507708451,0.0268625393494229,0.0546129631124385,0.0204859149245298,0.0402130922592622,0.00603761401243038,0.163629025748648,0.00579546371781419,0.0482040519815966,0.0157559125030269,0.0339817580111389,0.094212607958673,0.111292275405602,0.054516102994592,0.105722818629429
"43","E01000045",0.0141629796099913,0.0941545520518763,0.0127115668235129,0.0339443312966735,0.0222393894702343,0.255706159140389,0.1508767001428,0.0666947585270501,0.0227075871432919,0.0580331015754852,0.0200154505232109,0.0237376220240185,0.00423718894117096,0.170892150666011,0.00479902614884004,0.0396797527916286,0.00540768312381487,0.0238078516749772,0.0682164009644872,0.106866118875389,0.0539597818198844,0.111641735140576
"44","E01000046",0.0114574382209723,0.106814571778246,0.0126552613077103,0.0405697471551702,0.0203109132099055,0.276879410462724,0.126057860063016,0.0594745202197745,0.0222378460016145,0.0521313439054241,0.0106762492513606,0.0394500429653933,0.00273416139364112,0.172929198239721,0.00531208499335989,0.0321589459156837,0.00815040491628258,0.022342004530896,0.0769210738744369,0.119469833085957,0.0512459964065307,0.102023279431294
"45","E01000048",0.0149053251873998,0.0980545084275748,0.0133021361410806,0.0257810130421595,0.0345335586463885,0.286754192122709,0.14584687378136,0.0418129035053512,0.0181117032800381,0.0554616751159062,0.0110490055894969,0.0363100654274449,0.00437627280211448,0.150829758655054,0.00433294336843017,0.0449326227306209,0.0136054421768707,0.032887040166385,0.0855756315264959,0.111356644568655,0.0368300186316565,0.0944581654317778
"46","E01000049",0.00677065048397613,0.0918300817493355,0.00935352826119665,0.0277596669843021,0.0217413109985456,0.235668789808917,0.155424043332163,0.0502031195145193,0.0271829078690005,0.0651737800290887,0.0132153066853904,0.0428557099152415,0.00250764832739857,0.203871809017503,0.00413761974020763,0.0368373539294849,0.00546667335372887,0.0147449721651036,0.083830683584934,0.101183610010532,0.0409749736696926,0.0991273383820653
"47","E01000050",0.00861553188943401,0.0949204259901879,0.0130728730405648,0.0435563001076942,0.0210601890630609,0.259363407921503,0.161690798133301,0.0554026564556659,0.0208806988153644,0.0580052650472658,0.015884886921144,0.0410135215986598,0.00475649156395836,0.14550676079933,0.00559411271987555,0.0339535718559292,0.0167225080770611,0.0300945315304535,0.0805612061744645,0.107993299030753,0.0594411870288381,0.0973435443340912
"48","E01000051",0.00731225296442688,0.0873517786561265,0.0118577075098814,0.0291501976284585,0.0190711462450593,0.245948616600791,0.174209486166008,0.0457509881422925,0.0203557312252964,0.0541501976284585,0.0158102766798419,0.0458498023715415,0.00237154150197629,0.179545454545455,0.00355731225296443,0.0539525691699605,0.00375494071146245,0.0134387351778656,0.103359683794466,0.0992094861660079,0.0449604743083004,0.0851778656126482
"49","E01000052",0.0161434845836332,0.0895897292771421,0.0132790810405864,0.0342553285250525,0.0183615611733772,0.273337544251362,0.141589670520146,0.0594620797038647,0.0288203064177329,0.053439487638997,0.0168779470305683,0.0366202976041835,0.00277626804941463,0.150741072608957,0.00596383506911292,0.0416440207412195,0.0170982857646489,0.0360180383976967,0.0842281534145159,0.102868810317728,0.0511332755556208,0.106643947294975
"50","E01000053",0.00650487865899425,0.109498790759736,0.0108414644316571,0.0286881828037695,0.0194312400967392,0.262697022767075,0.157868401300976,0.0552914686014511,0.0247685764323242,0.0642982236677508,0.0115920273538487,0.036360603786173,0.00350262697022767,0.156700858977566,0.00650487865899425,0.0409473771995663,0.00450337753314986,0.0145108831623718,0.0838128596447335,0.120340255191394,0.0402802101576182,0.0994912851305146
"51","E01000054",0.00606801825109365,0.0965238252034432,0.00992520814713768,0.0256362011383414,0.0200856108001317,0.218307540335858,0.156639540900325,0.0565877981090362,0.029070040923844,0.0745096194552895,0.0104426360600216,0.0312338303777224,0.00230490615739216,0.214732583846841,0.00762030198974552,0.0351380591749377,0.00517427912883955,0.0135472035373254,0.0739921915424056,0.106449033350581,0.0360788371983631,0.105743449833012
"52","E01000055",0.0150534017324027,0.105710200992347,0.0087881591119334,0.0368345807753763,0.0144226726095366,0.227482970313683,0.16953998822639,0.0616012109999159,0.0186275334286435,0.0635774955848961,0.0151795475569759,0.0546211420401985,0.00828357581364057,0.156336725254394,0.00517197880750147,0.0319989908334034,0.00676982591876209,0.0301068034648053,0.0917921116811033,0.114498360104281,0.0520141283323522,0.094651417038096
"53","E01000056",0.010737812911726,0.105994729907773,0.010737812911726,0.0231225296442688,0.0239130434782609,0.25566534914361,0.141172595520422,0.0737154150197629,0.0175889328063241,0.0674571805006588,0.0179841897233202,0.0248353096179183,0.00421607378129117,0.171475625823452,0.00322793148880105,0.0349143610013175,0.0132411067193676,0.0281949934123847,0.0629776021080369,0.116732542819499,0.0411067193675889,0.115217391304348
"54","E01000057",0.0138467624950547,0.0898061453250692,0.00997846059167436,0.0413204976042903,0.0144182161853268,0.250780254077102,0.156314563277507,0.0574530748604334,0.0238252230867291,0.0606620071211922,0.0207481647544947,0.0321332805837619,0.00637390654534265,0.176447316365555,0.00822014154468328,0.0309903732032177,0.00668161237856609,0.0269022814189635,0.0713437953316629,0.0997846059167436,0.062068662358785,0.0956965141324893
"55","E01000058",0.0128662558114391,0.0806213284319025,0.0119652575053159,0.0343460554294158,0.0209752405665477,0.256424117922658,0.152340793599308,0.0536274191804519,0.0194976033445057,0.0658809961437272,0.0144880527624608,0.0395358056726853,0.00255883518938984,0.175802789490756,0.00623490827837244,0.0405088838432984,0.0123256568277652,0.0277507478285941,0.0862795977943561,0.0925865859372184,0.0488341081918766,0.0941002630915054
"56","E01000059",0.00812894183601962,0.0845129642606868,0.00700770847932726,0.0261387526278907,0.0141555711282411,0.276384022424667,0.178065872459706,0.0461107217939734,0.0162578836720392,0.0730903994393833,0.0152067274001402,0.0436580238262088,0.00847932725998598,0.155781359495445,0.00714786264891381,0.0320252277505256,0.00784863349684653,0.0244569025928521,0.0828311142256482,0.091520672740014,0.0413454800280308,0.0765241765942537
"57","E01000060",0.00896812533765532,0.0847109670448406,0.00983252296056186,0.0231226364127499,0.0139384116693679,0.223987034035656,0.164451647757969,0.0505672609400324,0.0246353322528363,0.0863317125877904,0.0117774176121016,0.0363047001620746,0.00421393841166937,0.202052944354403,0.00777957860615883,0.0341437061048082,0.0131820637493247,0.0263641274986494,0.0782279848730416,0.0945434900054025,0.0349000540248514,0.0891410048622366
"58","E01000061",0.00861256896783744,0.0888171174808236,0.00659399811600054,0.0228771363208182,0.0133225676221235,0.221639079531692,0.166330238191361,0.0438702731799219,0.0203202799084915,0.0820885479747006,0.0143991387431032,0.0505988426860449,0.00215314224195936,0.200376799892343,0.00713228367649038,0.0462925582021262,0.00457542726416364,0.0153411384739604,0.104023684564662,0.0954111155968241,0.0372762750639214,0.0775131207105369
"59","E01000062",0.0156412930135558,0.0747802770743334,0.00908684641739908,0.0255474452554745,0.0226426336958141,0.233800089378817,0.190451363026963,0.0626396544019067,0.0212274690898257,0.0705347832563682,0.0127364814538954,0.0329956800238344,0.00350067034112915,0.166989423506629,0.00662892894384031,0.0424549381796514,0.00834202294056309,0.027483986295248,0.0820795471473261,0.0838671234917324,0.0382839267093699,0.106509757187547
"60","E01000063",0.0120939875604699,0.107895646164478,0.0102798894263994,0.0209917069799585,0.0109709744298549,0.277470628887353,0.148151347615757,0.0476848652384243,0.0157221838286109,0.0808569454042847,0.00673807878369039,0.0358500345542502,0.0027643400138217,0.173721492743607,0.00483759502418798,0.034813407049067,0.00915687629578438,0.024015203870076,0.0755010366275052,0.118175535590878,0.0277297857636489,0.0743780234968901
"61","E01000064",0.00411946446961895,0.101254564179384,0.00889429828667728,0.0223293699091845,0.0234060481228349,0.213931279842711,0.17222170208782,0.0455013575507911,0.0202228255781294,0.0687201572886434,0.00926879505664264,0.0407265237337328,0.00337047092968823,0.199513154199045,0.00646006928190244,0.0542552195487314,0.00580469993446307,0.0132946353337702,0.101441812564367,0.110148862466061,0.0315981649658272,0.0891302312517555
"62","E01000065",0.0338671899727796,0.0800151927581186,0.0113945685889726,0.0250047477369121,0.0205102234601507,0.233145533962145,0.156928530733684,0.0464645185794771,0.0234221687662214,0.0652655567512819,0.0111413559536621,0.0414002658732671,0.0064569222004178,0.188326897512186,0.00449452427676141,0.0429828448439577,0.0091789580300057,0.0495030702032031,0.0888776349939862,0.0914097613470912,0.0361461036905742,0.0903969108058492
"63","E01000066",0.0104242114382287,0.093675883714655,0.0108076633576186,0.0332182977575164,0.0262167497479159,0.244173661113715,0.147515373581583,0.0560265859997444,0.0202803459588428,0.0500617783647906,0.0192720094300768,0.0300512689418147,0.00218709613281638,0.195915526962351,0.00711516339312343,0.0392825188530527,0.0137758652521551,0.0263871728232003,0.0764489511879908,0.104483547072274,0.0524903071875932,0.102523681706503
"64","E01000067",0.00825445552997357,0.0869276029675109,0.00919246184019783,0.0330860407606378,0.0242346721241579,0.2402660526989,0.154651658565703,0.0497654984224439,0.0197151871748955,0.056792018419033,0.0189136181461584,0.0380318922145476,0.00252408970751258,0.193314573207129,0.00477530485205082,0.0514368551206617,0.0081180182484864,0.0188965634859725,0.0942440521872602,0.0961200648077087,0.0519996589067963,0.0937153577214974
"65","E01000068",0.0155134911646803,0.101925254813137,0.0118463391396574,0.035467112477305,0.0252386345251577,0.263243991443312,0.150443114203024,0.0573082385086915,0.0175448057667763,0.0571104999191069,0.0175448057667763,0.0272879253626706,0.0030020313146021,0.163457908644772,0.0054827518021176,0.0295349547897679,0.0180481403584461,0.0365636628377285,0.0623056319545561,0.113771593952794,0.0530119182440813,0.100091678800626
"66","E01000069",0.00658135283363803,0.096627371871651,0.0114228077917166,0.0380382021055286,0.0240433713673328,0.250772237281725,0.143100296286957,0.0460568618798462,0.0191767004980142,0.0620563575616214,0.0179915526697346,0.0341675597301897,0.00238290361217929,0.20005043182248,0.00561054025089832,0.0339658324402698,0.00795561999621761,0.0169198764420349,0.0737439324213579,0.108050179663368,0.0560297547752632,0.0892769337451932
"67","E01000070",0.00625879675381068,0.106579223190489,0.0140149133051837,0.0376725661066691,0.0277902554427575,0.267765699398077,0.150001497319798,0.0413859192046237,0.0212020483334831,0.0512832030665109,0.0143293504626718,0.0299014763573204,0.00262030964573414,0.180187464438655,0.00589944000239571,0.0359356751414967,0.00717216183032372,0.0160512682298685,0.0717365915012128,0.120594136495673,0.0520019165693409,0.0903782229808642
"68","E01000071",0.00529038700561971,0.08357324211488,0.0113987655763654,0.0294689428786929,0.0225000796745031,0.249020003611911,0.151625891026526,0.0423443425791168,0.019259983215238,0.0450638989514835,0.0140545823462548,0.0400497168899323,0.00318698012386729,0.216661532087578,0.0238811043948456,0.0342175432632552,0.0084030042599301,0.0168803713894171,0.0981483645480331,0.0949720076912454,0.0435235252249477,0.0841044054688579
